age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity
25,1,7.64,3.54,1.32,2.85,6.58,224,118,9.71,Low,No,Moderate,1,2.070000000000001,1.42,29.319371727748692
24,0,7.05,2.86,0.02,1.68,5.75,200,31,8.99,High,Yes,Moderate,1,1.9400000000000004,2.25,28.368794326241137
24,0,7.12,1.94,3.45,3.4,7.38,172,114,9.15,High,Yes,Moderate,1,2.0300000000000002,0.6200000000000001,24.157303370786515
32,1,8.56,4.98,2.82,2.14,7.27,41,49,9.84,Low,No,Moderate,1,1.2799999999999994,0.7300000000000004,4.789719626168224
29,0,9.24,3.31,1.67,1.26,6.23,67,139,11.33,High,Yes,Moderate,1,2.09,1.7699999999999996,7.251082251082251
27,2,4.26,2.23,1.8,0.79,6.12,22,139,5.1,Medium,No,Mild,0,0.8399999999999999,1.88,5.164319248826291
33,1,6.74,5.12,1.95,0.95,4.64,214,71,7.97,Medium,Yes,Severe,1,1.2299999999999995,3.3600000000000003,31.75074183976261
32,2,8.09,4.75,1.98,3.31,7.08,88,154,10.65,Medium,Yes,Severe,1,2.5600000000000005,0.9199999999999999,10.877626699629172
24,1,11.91,1.06,3.32,4.63,5.84,28,130,13.07,Low,No,Moderate,1,1.1600000000000001,2.16,2.3509655751469354
24,2,10.3,3.73,1.4,4.41,7.35,62,172,11.15,Low,Yes,Moderate,1,0.8499999999999996,0.6500000000000004,6.019417475728155
29,0,7.79,3.78,0.67,5.88,5.82,166,83,10.67,High,Yes,Mild,0,2.88,2.1799999999999997,21.309370988446727
19,1,11.93,5.27,0.51,5.26,5.62,202,97,14.5,High,No,Severe,1,2.5700000000000003,2.38,16.93210393964795
26,0,8.65,2.56,0.3,4.87,7.96,123,146,11.02,High,No,Severe,1,2.369999999999999,0.040000000000000036,14.21965317919075
28,0,8.24,5.28,3.39,1.01,8.87,182,106,10.87,High,No,Moderate,1,2.629999999999999,-0.8699999999999992,22.0873786407767
24,1,7.45,2.28,1.13,3.51,5.09,238,139,9.92,High,Yes,Mild,0,2.4699999999999998,2.91,31.946308724832214
32,0,3.15,5.61,0.63,3.01,8.96,129,66,6.14,Low,No,Moderate,1,2.9899999999999998,-0.9600000000000009,40.952380952380956
20,2,8.89,1.88,1.49,5.47,5.24,121,175,10.15,High,Yes,Severe,1,1.2599999999999998,2.76,13.610798650168729
20,0,9.33,0.51,1.91,1.23,5.52,194,128,9.85,High,No,Moderate,1,0.5199999999999996,2.4800000000000004,20.793140407288316
22,2,7.3,1.76,0.36,4.93,4.96,114,91,8.14,Low,Yes,Mild,0,0.8400000000000007,3.04,15.616438356164384
18,1,8.49,1.4,1.4,1.67,7.87,125,172,10.71,Low,Yes,Moderate,1,2.2200000000000006,0.1299999999999999,14.723203769140165
21,2,8.31,2.61,3.85,2.23,5.13,90,180,9.02,High,No,Moderate,1,0.7099999999999991,2.87,10.830324909747292
27,2,4.85,3.84,0.75,2.65,7.41,220,76,6.59,Low,Yes,Mild,0,1.7400000000000002,0.5899999999999999,45.36082474226804
20,1,7.75,5.88,3.95,5.64,5.09,240,160,9.3,High,Yes,Severe,1,1.5500000000000007,2.91,30.967741935483872
18,2,8.29,0.58,0.86,5.57,8.77,121,144,9.51,High,No,Severe,1,1.2200000000000006,-0.7699999999999996,14.595898673100121
30,2,3.74,3.45,2.46,2.03,5.89,150,67,6.68,Low,No,Mild,0,2.9399999999999995,2.1100000000000003,40.10695187165775
20,2,5.79,2.91,3.81,1.81,5.6,131,44,7.42,High,Yes,Mild,0,1.63,2.4000000000000004,22.625215889464595
23,0,4.07,4.39,2.81,1.4,8.79,153,147,6.53,High,No,Moderate,1,2.46,-0.7899999999999991,37.59213759213759
22,0,9.75,5.3,2.93,1.15,8.55,105,124,10.93,Low,No,Moderate,1,1.1799999999999997,-0.5500000000000007,10.76923076923077
32,2,7.6,0.8,3.44,1.42,5.21,217,41,10.34,High,Yes,Mild,0,2.74,2.79,28.55263157894737
34,0,3.02,5.22,0.05,0.75,6.14,58,60,5.85,Low,No,Moderate,1,2.8299999999999996,1.8600000000000003,19.205298013245034
25,1,6.75,4.46,1.09,0.93,6.18,148,28,7.7,High,Yes,Severe,1,0.9500000000000002,1.8200000000000003,21.925925925925927
32,0,10.79,4.75,1.24,0.98,6.56,114,66,12.02,Medium,Yes,Severe,1,1.2300000000000004,1.4400000000000004,10.56533827618165
33,2,11.98,4.77,2.93,3.51,8.08,58,16,14.81,Low,Yes,Severe,1,2.83,-0.08000000000000007,4.841402337228715
18,1,11.56,0.51,2.63,5.17,7.77,46,67,13.38,Low,No,Severe,1,1.8200000000000003,0.23000000000000043,3.979238754325259
22,2,9.4,1.01,3.69,5.44,6.84,199,110,11.05,High,Yes,Moderate,1,1.6500000000000004,1.1600000000000001,21.170212765957444
22,0,8.73,2.67,2.37,0.84,7.48,53,75,9.96,Medium,No,Severe,1,1.2300000000000004,0.5199999999999996,6.0710194730813285
32,1,5.45,0.91,0.81,4.79,7.13,59,42,6.36,Medium,No,Mild,0,0.9100000000000001,0.8700000000000001,10.825688073394495
35,0,6.22,4.74,1.81,3.05,8.34,43,55,8.74,Medium,Yes,Moderate,1,2.5200000000000005,-0.33999999999999986,6.913183279742766
22,1,3.82,1.87,1.42,3.32,7.55,86,59,4.4,Medium,No,Moderate,0,0.5800000000000005,0.4500000000000002,22.513089005235603
32,2,3.92,4.87,0.49,0.84,8.01,76,48,4.92,Medium,No,Moderate,1,1.0,-0.009999999999999787,19.387755102040817
26,0,11.26,0.91,3.99,1.59,7.41,227,47,11.99,Medium,Yes,Moderate,1,0.7300000000000004,0.5899999999999999,20.159857904085257
19,0,4.51,3.66,3.29,2.67,4.63,194,124,5.44,Low,Yes,Mild,0,0.9300000000000006,3.37,43.01552106430155
32,1,10.95,0.69,2.48,1.85,5.83,125,155,12.65,Low,No,Severe,1,1.700000000000001,2.17,11.415525114155251
31,2,4.8,5.37,2.1,3.97,8.11,223,19,7.77,High,No,Severe,1,2.9699999999999998,-0.10999999999999943,46.458333333333336
33,2,6.1,3.61,1.29,1.99,4.62,172,71,6.67,Medium,Yes,Moderate,1,0.5700000000000003,3.38,28.19672131147541
29,2,9.9,6.0,3.9,1.05,7.46,88,151,12.44,High,Yes,Moderate,1,2.539999999999999,0.54,8.88888888888889
30,2,6.19,5.12,3.38,1.47,7.17,226,106,8.97,Low,No,Moderate,1,2.7800000000000002,0.8300000000000001,36.51050080775444
24,2,10.53,4.96,3.88,3.48,5.29,29,38,11.17,High,Yes,Moderate,1,0.6400000000000006,2.71,2.7540360873694207
33,2,3.01,5.55,0.81,1.22,7.73,225,97,3.66,Low,Yes,Moderate,1,0.6500000000000004,0.2699999999999996,74.75083056478405
29,2,11.65,2.55,3.77,2.68,4.95,97,97,12.49,Low,No,Severe,1,0.8399999999999999,3.05,8.32618025751073
28,1,4.57,5.83,2.77,5.61,8.04,77,165,7.11,Medium,No,Severe,1,2.54,-0.03999999999999915,16.84901531728665
23,0,9.56,5.72,3.79,2.65,8.97,165,23,10.52,Medium,Yes,Moderate,1,0.9599999999999991,-0.9700000000000006,17.259414225941423
22,0,5.98,0.93,1.39,2.26,7.36,42,178,8.3,Medium,No,Moderate,0,2.3200000000000003,0.6399999999999997,7.023411371237458
24,0,5.25,0.87,1.03,1.09,4.51,118,127,7.58,Low,No,Mild,0,2.33,3.49,22.476190476190474
29,1,7.91,1.06,1.92,5.25,7.43,195,72,8.82,Low,Yes,Moderate,1,0.9100000000000001,0.5700000000000003,24.652338811630848
28,2,5.35,1.08,1.37,5.38,5.22,39,155,8.2,Low,No,Mild,0,2.8499999999999996,2.7800000000000002,7.289719626168225
18,0,6.88,4.09,2.43,2.89,4.74,104,67,9.82,Medium,No,Severe,1,2.9400000000000004,3.26,15.116279069767442
25,1,3.86,2.66,2.2,3.2,4.75,20,124,4.58,High,No,Moderate,0,0.7200000000000002,3.25,5.181347150259067
18,2,4.86,4.01,3.91,3.1,5.02,220,116,6.54,High,No,Moderate,1,1.6799999999999997,2.9800000000000004,45.267489711934154
35,2,6.49,2.54,1.53,1.53,4.7,132,134,7.65,Medium,Yes,Mild,0,1.1600000000000001,3.3,20.338983050847457
21,2,3.77,2.39,2.17,5.84,7.15,161,30,6.37,High,No,Mild,0,2.6,0.8499999999999996,42.705570291777185
25,0,7.29,0.93,3.61,4.43,6.76,250,147,9.79,High,Yes,Mild,0,2.499999999999999,1.2400000000000002,34.29355281207133
23,0,11.54,1.42,0.85,1.56,4.69,40,126,12.54,High,Yes,Severe,1,1.0,3.3099999999999996,3.466204506065858
20,0,3.78,3.56,2.21,5.21,6.84,243,18,6.25,High,No,Moderate,0,2.47,1.1600000000000001,64.28571428571429
22,0,4.33,3.73,3.03,5.67,8.66,164,40,6.79,High,No,Mild,0,2.46,-0.6600000000000001,37.87528868360277
30,0,8.89,3.65,1.89,1.45,6.31,178,170,11.09,Medium,Yes,Severe,1,2.1999999999999993,1.6900000000000004,20.022497187851517
25,1,3.44,3.11,1.07,2.55,6.02,223,92,4.72,Medium,Yes,Moderate,0,1.2799999999999998,1.9800000000000004,64.82558139534883
27,2,11.77,2.94,3.3,1.98,6.38,185,37,12.74,Low,No,Severe,1,0.9700000000000006,1.62,15.717926932880204
29,1,10.39,3.33,0.64,2.21,6.78,54,149,13.09,Low,Yes,Moderate,1,2.6999999999999993,1.2199999999999998,5.19730510105871
19,1,5.25,3.01,3.67,4.38,5.73,230,133,7.01,High,Yes,Moderate,0,1.7599999999999998,2.2699999999999996,43.80952380952381
29,1,7.4,2.95,3.84,3.11,6.98,108,56,9.99,Medium,Yes,Moderate,1,2.59,1.0199999999999996,14.594594594594595
30,0,3.45,5.2,3.12,1.68,5.5,77,67,4.62,Medium,Yes,Moderate,1,1.17,2.5,22.318840579710145
22,0,8.83,3.81,0.03,1.89,8.12,98,179,10.02,Medium,No,Severe,1,1.1899999999999995,-0.11999999999999922,11.098527746319366
24,2,7.2,4.22,3.3,2.68,4.96,150,110,9.1,High,No,Severe,1,1.8999999999999995,3.04,20.833333333333332
21,2,7.34,2.35,1.11,2.29,5.75,187,91,8.31,High,Yes,Mild,0,0.9700000000000006,2.25,25.47683923705722
30,0,8.94,4.24,2.89,4.1,8.99,86,122,10.45,High,Yes,Moderate,1,1.5099999999999998,-0.9900000000000002,9.619686800894856
25,1,9.18,4.01,1.9,5.67,6.11,96,58,11.78,High,Yes,Severe,1,2.5999999999999996,1.8899999999999997,10.457516339869281
33,2,4.15,1.92,3.23,4.7,5.32,194,100,6.29,Low,No,Moderate,0,2.1399999999999997,2.6799999999999997,46.74698795180723
27,1,6.78,5.38,1.49,3.72,6.59,50,135,7.41,High,Yes,Severe,1,0.6299999999999999,1.4100000000000001,7.374631268436578
34,1,4.08,4.24,2.12,2.77,8.42,58,50,7.06,Medium,No,Severe,1,2.9799999999999995,-0.41999999999999993,14.215686274509803
28,1,10.76,1.49,0.32,2.33,8.94,100,177,11.41,Medium,No,Moderate,1,0.6500000000000004,-0.9399999999999995,9.29368029739777
23,2,7.41,4.7,0.35,3.88,7.35,123,124,10.32,Medium,Yes,Moderate,1,2.91,0.6500000000000004,16.59919028340081
24,0,9.58,5.73,3.57,4.66,6.89,24,16,11.65,Low,Yes,Severe,1,2.0700000000000003,1.1100000000000003,2.5052192066805845
22,2,3.92,3.27,1.22,0.86,4.71,94,131,6.24,High,No,Mild,0,2.3200000000000003,3.29,23.979591836734695
22,2,6.08,5.46,1.44,1.54,8.77,227,118,6.63,Low,Yes,Moderate,1,0.5499999999999998,-0.7699999999999996,37.33552631578947
18,2,8.31,1.43,1.47,4.08,4.67,244,178,9.45,High,Yes,Moderate,1,1.1399999999999988,3.33,29.362214199759325
21,0,8.88,0.61,2.76,2.79,6.21,160,79,10.57,Low,Yes,Moderate,1,1.6899999999999995,1.79,18.018018018018015
31,1,8.95,4.14,1.08,3.83,5.12,232,41,10.73,High,Yes,Severe,1,1.7800000000000011,2.88,25.92178770949721
21,2,7.48,3.85,3.11,5.07,8.88,111,119,8.72,Low,No,Mild,0,1.2400000000000002,-0.8800000000000008,14.839572192513367
33,0,5.98,0.52,2.69,5.49,8.26,191,141,6.85,Low,Yes,Moderate,0,0.8699999999999992,-0.2599999999999998,31.939799331103675
25,2,7.11,5.88,1.06,0.78,8.16,243,25,9.74,Medium,No,Severe,1,2.63,-0.16000000000000014,34.177215189873415
21,0,3.85,4.67,0.18,5.19,7.49,63,99,5.24,Medium,No,Moderate,1,1.3900000000000001,0.5099999999999998,16.363636363636363
28,1,4.65,2.7,3.85,2.0,6.24,237,137,7.15,High,Yes,Moderate,0,2.5,1.7599999999999998,50.967741935483865
19,2,11.83,5.14,0.41,5.51,6.67,165,127,12.78,Medium,No,Moderate,1,0.9499999999999993,1.33,13.947590870667794
22,2,7.35,3.18,3.55,2.92,4.79,187,95,7.88,High,Yes,Moderate,1,0.5300000000000002,3.21,25.442176870748302
34,2,9.19,3.9,1.73,4.5,6.67,189,179,10.65,High,Yes,Moderate,1,1.4600000000000009,1.33,20.5658324265506
23,2,7.55,3.08,1.98,1.41,7.88,102,76,8.88,Medium,Yes,Mild,0,1.330000000000001,0.1200000000000001,13.509933774834437
30,1,6.63,1.79,1.84,4.91,6.52,239,142,8.25,Low,No,Mild,0,1.62,1.4800000000000004,36.048265460030166
30,0,6.71,3.56,0.0,1.0,7.22,178,178,7.97,High,Yes,Moderate,1,1.2599999999999998,0.7800000000000002,26.527570789865873
29,1,10.43,4.99,3.38,2.33,7.95,173,136,12.72,Medium,No,Moderate,1,2.290000000000001,0.04999999999999982,16.586768935762226
25,2,3.02,2.45,2.53,4.9,6.96,115,42,3.63,Low,No,Moderate,0,0.6099999999999999,1.04,38.079470198675494
31,2,3.96,3.86,0.75,5.62,6.27,137,63,6.25,Low,No,Moderate,0,2.29,1.7300000000000004,34.5959595959596
21,2,9.95,2.98,2.63,5.76,5.11,147,16,11.78,Low,No,Severe,1,1.83,2.8899999999999997,14.773869346733669
23,0,9.23,1.46,3.26,1.07,7.46,175,97,10.99,Medium,No,Moderate,1,1.7599999999999998,0.54,18.95991332611051
30,1,11.67,5.84,1.81,1.23,6.36,199,146,12.92,High,No,Moderate,1,1.25,1.6399999999999997,17.052270779777206
24,0,8.62,2.1,1.38,4.2,8.92,186,60,10.38,High,No,Moderate,1,1.7600000000000016,-0.9199999999999999,21.57772621809745
35,1,7.32,3.64,2.67,2.8,7.87,235,151,8.53,Medium,Yes,Mild,0,1.209999999999999,0.1299999999999999,32.10382513661202
30,2,4.31,4.19,0.8,4.63,5.22,93,79,5.18,Low,No,Moderate,1,0.8700000000000001,2.7800000000000002,21.57772621809745
19,0,6.23,2.99,2.46,4.22,7.03,77,180,8.13,Low,No,Mild,0,1.9000000000000004,0.9699999999999998,12.359550561797752
30,2,6.75,4.83,2.74,5.81,4.74,210,79,7.76,Medium,Yes,Severe,1,1.0099999999999998,3.26,31.11111111111111
35,1,9.65,1.58,2.9,1.56,6.52,194,34,10.62,Low,Yes,Severe,1,0.9699999999999989,1.4800000000000004,20.10362694300518
31,0,5.51,1.95,0.64,5.15,4.53,139,54,6.11,Medium,Yes,Mild,0,0.6000000000000005,3.4699999999999998,25.226860254083487
35,0,6.22,4.81,1.27,1.71,5.33,37,144,7.12,High,No,Moderate,1,0.9000000000000004,2.67,5.94855305466238
25,2,10.95,4.15,1.32,2.11,8.78,178,150,12.64,High,Yes,Moderate,1,1.6900000000000013,-0.7799999999999994,16.25570776255708
29,2,7.01,5.47,2.45,3.92,8.82,194,97,8.46,Low,No,Severe,1,1.450000000000001,-0.8200000000000003,27.674750356633382
27,2,3.22,3.34,3.08,3.33,6.79,144,26,4.46,High,Yes,Mild,0,1.2399999999999998,1.21,44.72049689440993
20,1,11.53,1.42,3.83,3.46,4.53,36,68,13.71,Low,No,Moderate,1,2.1800000000000015,3.4699999999999998,3.1222896790980053
35,1,10.46,5.33,2.97,2.89,8.18,38,54,11.02,High,No,Moderate,1,0.5599999999999987,-0.17999999999999972,3.6328871892925427
20,0,3.49,4.87,2.23,3.66,5.52,86,119,4.96,High,No,Severe,1,1.4699999999999998,2.4800000000000004,24.64183381088825
18,0,6.51,1.15,0.02,4.46,4.78,210,164,7.12,Low,No,Mild,0,0.6100000000000003,3.2199999999999998,32.25806451612903
27,2,8.46,2.05,3.71,2.6,8.2,27,136,9.35,Low,Yes,Severe,1,0.8899999999999988,-0.1999999999999993,3.191489361702127
27,1,11.64,1.29,2.71,5.53,8.08,206,180,13.07,Low,Yes,Moderate,1,1.4299999999999997,-0.08000000000000007,17.69759450171821
18,1,8.15,2.67,2.19,0.97,5.45,209,103,9.18,High,Yes,Moderate,1,1.0299999999999994,2.55,25.644171779141104
25,2,8.55,1.89,0.46,4.19,7.05,33,155,10.2,High,Yes,Severe,1,1.6499999999999986,0.9500000000000002,3.859649122807017
20,0,5.26,1.59,2.32,5.73,6.11,191,75,6.01,High,Yes,Moderate,0,0.75,1.8899999999999997,36.31178707224335
33,1,7.06,3.89,1.22,3.71,7.04,113,95,9.96,Low,Yes,Moderate,1,2.9000000000000012,0.96,16.005665722379604
25,2,9.41,4.02,1.11,2.48,7.56,104,137,11.07,Medium,No,Severe,1,1.6600000000000001,0.4400000000000004,11.052072263549416
21,1,4.58,3.84,3.37,5.22,5.13,157,65,5.74,High,Yes,Moderate,0,1.1600000000000001,2.87,34.27947598253275
34,0,8.68,4.97,2.32,4.73,5.46,29,156,9.83,High,No,Moderate,1,1.1500000000000004,2.54,3.3410138248847927
30,2,5.01,4.75,2.93,2.1,6.59,150,38,6.5,High,Yes,Moderate,1,1.4900000000000002,1.4100000000000001,29.940119760479043
23,1,9.81,1.27,0.64,3.61,7.05,243,52,12.15,Medium,No,Moderate,1,2.34,0.9500000000000002,24.77064220183486
33,2,5.09,1.95,0.94,4.18,6.83,222,107,6.56,Medium,Yes,Moderate,0,1.4699999999999998,1.17,43.614931237721024
28,2,3.93,5.83,2.53,2.0,7.84,168,154,5.86,Medium,No,Severe,1,1.9300000000000002,0.16000000000000014,42.74809160305343
20,0,7.65,2.57,3.63,3.34,6.09,242,103,9.37,Medium,Yes,Mild,0,1.7199999999999989,1.9100000000000001,31.633986928104573
23,0,5.07,3.33,1.12,1.33,5.21,174,45,7.22,Medium,No,Moderate,0,2.1499999999999995,2.79,34.319526627218934
33,1,7.31,3.75,2.59,2.76,5.6,52,161,9.29,Low,Yes,Mild,0,1.9799999999999995,2.4000000000000004,7.113543091655267
23,0,5.32,1.49,3.83,3.8,7.04,24,87,8.19,Low,No,Mild,0,2.869999999999999,0.96,4.511278195488722
23,2,4.97,2.76,0.57,3.7,7.95,179,145,6.13,High,No,Mild,0,1.1600000000000001,0.04999999999999982,36.016096579476866
20,0,5.07,2.62,0.43,1.61,8.37,149,122,7.64,High,Yes,Moderate,0,2.5699999999999994,-0.3699999999999992,29.388560157790927
19,0,10.9,3.42,3.01,1.01,7.47,250,169,12.75,Low,No,Severe,1,1.8499999999999996,0.5300000000000002,22.93577981651376
19,1,9.28,2.86,3.75,3.15,7.96,109,165,11.79,High,Yes,Severe,1,2.51,0.040000000000000036,11.745689655172415
26,2,7.29,1.78,3.44,2.06,8.45,124,80,8.26,High,Yes,Mild,0,0.9699999999999998,-0.4499999999999993,17.00960219478738
18,2,6.38,1.63,3.22,2.75,4.98,129,164,7.51,High,No,Moderate,1,1.13,3.0199999999999996,20.219435736677116
26,2,11.93,2.69,0.81,3.54,7.01,65,109,13.83,Medium,No,Severe,1,1.9000000000000004,0.9900000000000002,5.448449287510478
29,2,9.97,2.69,0.55,5.25,5.04,78,129,12.43,Low,Yes,Moderate,1,2.459999999999999,2.96,7.823470411233701
30,2,10.07,4.9,2.46,4.27,4.73,119,177,10.58,Low,Yes,Severe,1,0.5099999999999998,3.2699999999999996,11.817279046673287
31,2,3.79,1.95,1.48,3.85,7.76,122,172,5.93,Medium,Yes,Moderate,0,2.1399999999999997,0.2400000000000002,32.189973614775724
33,2,6.95,1.61,2.63,4.92,5.79,28,168,8.73,High,Yes,Mild,0,1.7800000000000002,2.21,4.028776978417266
19,2,6.24,4.1,3.9,0.98,5.74,122,105,8.41,Medium,Yes,Moderate,1,2.17,2.26,19.55128205128205
20,2,11.27,3.52,2.9,3.58,7.12,108,85,12.34,Low,No,Severe,1,1.0700000000000003,0.8799999999999999,9.582963620230702
18,0,5.35,2.74,0.43,0.9,5.82,49,146,8.24,High,No,Mild,0,2.8900000000000006,2.1799999999999997,9.158878504672899
33,2,9.93,4.67,3.84,3.02,6.57,170,22,11.63,Medium,Yes,Severe,1,1.700000000000001,1.4299999999999997,17.119838872104733
25,1,9.09,1.76,1.26,5.75,6.82,22,82,10.21,Low,No,Severe,1,1.120000000000001,1.1799999999999997,2.42024202420242
35,0,11.38,3.12,1.41,5.42,5.71,211,63,13.13,Low,Yes,Moderate,1,1.75,2.29,18.54130052724077
24,2,5.06,5.09,3.35,2.46,8.01,50,35,7.25,High,No,Moderate,1,2.1900000000000004,-0.009999999999999787,9.881422924901187
19,1,10.63,2.54,1.26,5.44,8.46,167,85,12.36,High,No,Severe,1,1.7299999999999986,-0.46000000000000085,15.710253998118532
22,2,3.49,4.9,1.91,3.47,6.76,120,59,5.13,Low,No,Severe,1,1.6399999999999997,1.2400000000000002,34.38395415472779
18,2,3.11,1.66,2.32,2.29,7.26,86,62,4.98,Low,No,Mild,0,1.8700000000000006,0.7400000000000002,27.652733118971064
28,1,6.29,3.24,0.84,4.35,6.18,238,117,7.49,Low,Yes,Mild,0,1.2000000000000002,1.8200000000000003,37.83783783783784
26,0,10.24,3.55,3.43,1.58,8.1,209,53,11.92,Low,Yes,Severe,1,1.6799999999999997,-0.09999999999999964,20.41015625
22,1,11.96,5.17,2.07,4.46,8.03,96,79,13.87,High,Yes,Severe,1,1.9099999999999984,-0.02999999999999936,8.02675585284281
23,1,3.54,4.98,1.91,3.96,6.52,105,81,4.94,High,No,Severe,1,1.4000000000000004,1.4800000000000004,29.661016949152543
31,2,4.09,5.27,3.85,1.59,7.09,186,152,5.03,Medium,No,Severe,1,0.9400000000000004,0.9100000000000001,45.47677261613692
34,2,7.39,4.55,3.56,2.6,5.79,181,52,10.06,High,No,Severe,1,2.670000000000001,2.21,24.492557510148853
30,0,10.64,0.89,0.65,1.76,5.93,94,83,12.65,Medium,No,Severe,1,2.01,2.0700000000000003,8.834586466165414
34,1,11.69,2.78,0.74,0.63,7.77,189,79,14.54,High,Yes,Moderate,1,2.8499999999999996,0.23000000000000043,16.167664670658684
30,2,3.93,0.85,3.51,3.52,4.62,121,149,6.34,Low,Yes,Mild,0,2.4099999999999997,3.38,30.78880407124682
22,1,3.76,5.62,1.56,1.76,7.82,133,175,4.58,High,Yes,Moderate,1,0.8200000000000003,0.17999999999999972,35.37234042553192
29,2,10.74,2.29,1.9,5.86,6.93,89,155,12.35,High,Yes,Severe,1,1.6099999999999994,1.0700000000000003,8.286778398510242
31,1,7.71,4.02,1.24,2.41,6.93,226,37,9.31,Medium,No,Severe,1,1.6000000000000005,1.0700000000000003,29.312581063553825
27,1,3.1,3.38,3.03,1.25,5.79,156,17,5.32,Medium,No,Mild,0,2.22,2.21,50.32258064516129
31,0,10.18,3.78,3.19,3.52,5.35,245,158,11.77,Low,Yes,Severe,1,1.5899999999999999,2.6500000000000004,24.06679764243615
25,1,5.37,2.82,0.96,4.7,8.59,226,84,6.58,High,No,Mild,0,1.21,-0.5899999999999999,42.08566108007449
20,2,4.64,2.09,2.55,3.9,5.72,179,140,5.61,Low,Yes,Moderate,0,0.9700000000000006,2.2800000000000002,38.577586206896555
18,0,4.67,1.06,1.08,4.43,7.77,79,38,5.55,Medium,Yes,Mild,0,0.8799999999999999,0.23000000000000043,16.916488222698074
27,1,10.07,3.24,1.49,4.33,4.64,40,52,10.71,Medium,Yes,Severe,1,0.6400000000000006,3.3600000000000003,3.972194637537239
24,1,11.06,1.88,1.53,0.57,8.89,202,78,12.52,Medium,Yes,Moderate,1,1.459999999999999,-0.8900000000000006,18.26401446654611
32,0,9.62,1.02,2.66,1.65,6.25,99,97,10.52,High,Yes,Moderate,1,0.9000000000000004,1.75,10.291060291060292
33,0,8.75,1.59,3.55,5.25,5.48,48,75,10.83,Medium,Yes,Moderate,1,2.08,2.5199999999999996,5.485714285714286
21,0,6.56,1.84,3.88,3.7,7.61,196,167,7.45,Low,Yes,Mild,0,0.8900000000000006,0.3899999999999997,29.878048780487806
20,0,9.17,2.36,3.88,4.68,4.77,111,180,10.05,High,Yes,Moderate,1,0.8800000000000008,3.2300000000000004,12.104689203925846
25,0,5.85,3.57,2.58,2.41,8.51,207,64,6.4,Medium,No,Moderate,0,0.5500000000000007,-0.5099999999999998,35.38461538461539
19,2,7.37,2.91,1.18,4.33,5.35,67,154,8.74,High,No,Moderate,1,1.37,2.6500000000000004,9.09090909090909
35,1,4.44,3.42,1.8,5.01,6.94,136,15,6.88,High,No,Moderate,0,2.4399999999999995,1.0599999999999996,30.630630630630627
29,0,9.98,1.81,2.88,4.12,6.93,119,63,11.79,Medium,Yes,Severe,1,1.8099999999999987,1.0700000000000003,11.923847695390782
31,1,8.77,1.11,2.09,0.87,8.26,53,60,11.45,Low,Yes,Severe,1,2.6799999999999997,-0.2599999999999998,6.043329532497149
21,1,3.29,4.03,1.55,3.19,7.31,171,80,3.91,Low,Yes,Moderate,1,0.6200000000000001,0.6900000000000004,51.97568389057751
33,2,11.36,5.08,1.87,4.01,6.12,210,121,13.92,High,Yes,Severe,1,2.5600000000000005,1.88,18.485915492957748
19,2,9.61,5.09,0.31,1.69,6.84,45,74,11.44,Low,Yes,Moderate,1,1.83,1.1600000000000001,4.682622268470344
23,1,8.03,3.57,2.98,4.71,7.09,192,132,10.29,Medium,Yes,Moderate,1,2.26,0.9100000000000001,23.910336239103366
35,2,6.61,2.36,0.63,5.99,6.49,110,95,8.49,Medium,No,Moderate,1,1.88,1.5099999999999998,16.64145234493192
31,1,10.44,2.28,0.96,3.5,6.19,160,80,11.84,Medium,No,Severe,1,1.4000000000000004,1.8099999999999996,15.325670498084293
19,2,11.85,3.78,2.07,5.96,5.86,96,71,12.89,Medium,Yes,Severe,1,1.040000000000001,2.1399999999999997,8.10126582278481
34,0,8.01,5.59,0.62,0.71,6.1,55,82,9.43,High,Yes,Moderate,1,1.42,1.9000000000000004,6.866416978776529
27,1,3.83,2.7,3.67,4.54,7.76,222,138,4.76,High,Yes,Mild,0,0.9299999999999997,0.2400000000000002,57.96344647519582
30,1,3.71,0.81,3.08,2.41,8.18,126,45,6.38,Low,Yes,Mild,0,2.67,-0.17999999999999972,33.9622641509434
27,1,7.72,2.26,2.26,2.3,7.64,59,27,9.9,Medium,No,Mild,0,2.1800000000000006,0.3600000000000003,7.642487046632125
31,2,5.61,2.67,0.53,0.95,7.07,32,155,7.11,Low,No,Mild,0,1.5,0.9299999999999997,5.704099821746881
22,1,9.86,3.15,0.79,2.67,7.07,163,172,12.85,High,Yes,Moderate,1,2.99,0.9299999999999997,16.531440162271807
26,0,9.99,2.28,3.7,0.99,7.52,128,108,11.36,Medium,No,Moderate,1,1.3699999999999992,0.4800000000000004,12.812812812812812
23,1,11.89,3.89,3.96,2.93,5.16,31,74,12.89,Medium,Yes,Moderate,1,1.0,2.84,2.6072329688814126
19,1,5.19,3.92,0.59,5.08,5.79,107,43,6.45,Medium,Yes,Mild,0,1.2599999999999998,2.21,20.616570327552985
35,1,4.91,3.51,3.0,3.52,7.3,56,19,6.35,High,Yes,Mild,0,1.4399999999999995,0.7000000000000002,11.405295315682281
